# Constructed from biom file
#OTU ID	s140.assembled.fastq	s12.assembled.fastq	s14.assembled.fastq	s139.assembled.fastq	s13.assembled.fastq	s11.assembled.fastq	s10.assembled.fastq	s9.assembled.fastq	s16.assembled.fastq	s138.assembled.fastq	s15.assembled.fastq	s5.assembled.fastq	s7.assembled.fastq	s8.assembled.fastq	s6.assembled.fastq	s137.assembled.fastq	taxonomy
OTU20867063150942	2.0	0.0	1.0	13.0	1.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__SB-1; g__; s__
OTU65113355042499	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	3.0	0.0	1.0	3.0	5.0	3.0	4.0	k__Bacteria; p__[Caldithrix]; c__KSB1; o__MSB-5B5; f__; g__; s__
OTU87073244083089	0.0	0.0	2.0	2.0	1.0	0.0	7.0	8.0	4.0	10.0	1.0	9.0	4.0	8.0	5.0	19.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__
OTU76825015250426	13.0	0.0	10.0	16.0	4.0	1.0	14.0	26.0	8.0	12.0	8.0	8.0	8.0	31.0	11.0	19.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
OTU43073363000955	2.0	12.0	7.0	9.0	3.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__
OTU11726414541429	0.0	4.0	0.0	0.0	1.0	1.0	0.0	0.0	10.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
OTU59121473303602	0.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	2.0	k__Archaea; p__Crenarchaeota; c__MCG; o__; f__; g__; s__
OTU90305703948858	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__Dehalococcoidales; f__Dehalococcoidaceae; g__; s__
OTU43175233240033	2.0	0.0	7.0	1.0	5.0	0.0	9.0	13.0	3.0	7.0	2.0	9.0	2.0	5.0	7.0	5.0	k__Archaea; p__Crenarchaeota; c__MCG; o__; f__; g__; s__
OTU60074186141736	2.0	4.0	2.0	7.0	2.0	3.0	1.0	3.0	5.0	1.0	4.0	3.0	1.0	2.0	0.0	2.0	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Spirochaeta; s__
OTU65410686232007	9.0	26.0	12.0	14.0	6.0	12.0	4.0	3.0	22.0	5.0	15.0	4.0	1.0	3.0	9.0	15.0	k__Bacteria; p__Caldithrix; c__Caldithrixae; o__Caldithrixales; f__Caldithrixaceae; g__LCP-26; s__
OTU45364337885494	0.0	5.0	2.0	12.0	5.0	3.0	6.0	8.0	9.0	7.0	11.0	8.0	7.0	12.0	5.0	13.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfarculales; f__Desulfarculaceae; g__; s__
OTU63205556114065	0.0	0.0	2.0	1.0	3.0	0.0	12.0	37.0	1.0	28.0	1.0	24.0	8.0	31.0	18.0	25.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__
OTU98430163447233	8.0	30.0	24.0	17.0	13.0	10.0	0.0	1.0	10.0	2.0	4.0	3.0	1.0	8.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
OTU62615786930711	5.0	10.0	2.0	9.0	8.0	4.0	0.0	0.0	1.0	1.0	6.0	3.0	0.0	2.0	3.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__
OTU28267005732713	9.0	0.0	3.0	7.0	0.0	2.0	22.0	22.0	8.0	14.0	8.0	6.0	4.0	10.0	7.0	9.0	Unassigned
OTU57031198938060	0.0	2.0	2.0	0.0	1.0	1.0	43.0	34.0	0.0	2.0	1.0	13.0	8.0	19.0	3.0	4.0	k__Bacteria; p__BRC1; c__PRR-11; o__; f__; g__; s__
OTU48650268658898	0.0	0.0	2.0	0.0	3.0	0.0	11.0	26.0	3.0	10.0	6.0	24.0	14.0	14.0	28.0	20.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__GMD14H09; f__; g__; s__
OTU50371742385263	0.0	2.0	8.0	2.0	3.0	2.0	6.0	8.0	8.0	1.0	7.0	1.0	3.0	6.0	4.0	4.0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__BPC015; f__; g__; s__
OTU2676501065225	2.0	8.0	0.0	5.0	3.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__CCA47; g__; s__
OTU62304052814367	1.0	3.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	k__Bacteria; p__; c__; o__; f__; g__; s__
OTU97528585334303	0.0	1.0	1.0	0.0	2.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
OTU84240160977088	0.0	0.0	1.0	0.0	0.0	0.0	10.0	6.0	0.0	10.0	0.0	1.0	4.0	13.0	5.0	5.0	k__Bacteria; p__; c__; o__; f__; g__; s__
OTU67111800939052	14.0	2.0	35.0	28.0	49.0	2.0	95.0	208.0	25.0	75.0	23.0	109.0	59.0	193.0	159.0	145.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
OTU10647271730232	16.0	32.0	12.0	45.0	7.0	17.0	30.0	97.0	23.0	14.0	12.0	19.0	9.0	40.0	30.0	15.0	k__Bacteria; p__OP8; c__OP8_1; o__SHA-124; f__; g__; s__
OTU36771179949081	0.0	0.0	0.0	0.0	0.0	0.0	3.0	13.0	0.0	2.0	0.0	2.0	3.0	11.0	3.0	6.0	k__Bacteria; p__BRC1; c__NPL-UPA2; o__; f__; g__; s__
OTU47726098823088	3.0	40.0	7.0	3.0	9.0	24.0	0.0	0.0	11.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Oscillatoriales; f__Phormidiaceae
OTU94738259004085	2.0	3.0	4.0	8.0	7.0	8.0	2.0	2.0	2.0	1.0	2.0	7.0	2.0	12.0	5.0	2.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfococcus; s__
OTU38484549532765	1.0	0.0	0.0	0.0	0.0	0.0	2.0	14.0	1.0	3.0	0.0	6.0	2.0	4.0	6.0	4.0	Unassigned
OTU97952149670055	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	2.0	3.0	1.0	2.0	2.0	k__Bacteria; p__WS3; c__PRR-12; o__SSS58A; f__; g__; s__
OTU6286762012922	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	2.0	2.0	2.0	1.0	1.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__
OTU26991381249245	0.0	0.0	2.0	0.0	3.0	0.0	1.0	2.0	3.0	2.0	5.0	2.0	0.0	1.0	3.0	5.0	Unassigned
OTU94107047994355	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	0.0	1.0	0.0	0.0	1.0	4.0	6.0	1.0	Unassigned
OTU99195864590891	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	k__Bacteria; p__TM6; c__SBRH58; o__; f__; g__; s__
OTU11929437281623	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	4.0	6.0	8.0	3.0	4.0	Unassigned
OTU37655037647192	0.0	15.0	0.0	4.0	1.0	6.0	36.0	78.0	0.0	13.0	0.0	18.0	68.0	195.0	24.0	17.0	k__Bacteria; p__OP8; c__OP8_2; o__; f__; g__; s__
OTU82653237955905	4.0	17.0	7.0	8.0	9.0	21.0	0.0	1.0	18.0	4.0	6.0	5.0	2.0	4.0	5.0	3.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobulbaceae; g__; s__
OTU81600756149290	3.0	0.0	6.0	15.0	2.0	0.0	1.0	0.0	29.0	0.0	22.0	0.0	0.0	0.0	0.0	2.0	Unassigned
OTU31002501362499	3.0	0.0	4.0	6.0	3.0	1.0	1.0	2.0	6.0	1.0	5.0	0.0	0.0	0.0	4.0	2.0	Unassigned
OTU56001133947084	22.0	6.0	13.0	33.0	12.0	1.0	12.0	12.0	54.0	10.0	39.0	9.0	12.0	12.0	5.0	23.0	k__Bacteria; p__LCP-89; c__SAW1_B44; o__; f__; g__; s__
OTU69092332453782	0.0	3.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU38370794746493	3.0	9.0	1.0	3.0	5.0	6.0	4.0	2.0	9.0	0.0	11.0	4.0	1.0	5.0	1.0	10.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__; s__
OTU95762107080848	1.0	3.0	8.0	6.0	5.0	1.0	7.0	18.0	5.0	6.0	2.0	4.0	5.0	14.0	17.0	5.0	Unassigned
OTU24652810939994	17.0	20.0	25.0	30.0	18.0	14.0	6.0	25.0	38.0	9.0	38.0	2.0	11.0	17.0	7.0	7.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SHA-20; f__; g__; s__
OTU76478090231122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	Unassigned
OTU20386758437830	2.0	3.0	2.0	2.0	2.0	3.0	2.0	5.0	3.0	7.0	0.0	19.0	4.0	17.0	19.0	15.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
OTU90732223660699	7.0	37.0	13.0	22.0	25.0	31.0	1.0	0.0	65.0	4.0	54.0	5.0	2.0	3.0	4.0	5.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__GCA004; f__; g__; s__
OTU31146101786291	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	5.0	0.0	2.0	1.0	0.0	0.0	8.0	Unassigned
OTU79168995977558	3.0	15.0	5.0	6.0	5.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__
OTU11414781869627	2.0	3.0	7.0	8.0	9.0	0.0	1.0	2.0	9.0	3.0	3.0	0.0	6.0	2.0	0.0	3.0	k__Bacteria; p__TM6; c__SBRH58; o__; f__; g__; s__
OTU62346568563631	8.0	26.0	15.0	23.0	12.0	19.0	10.0	14.0	13.0	3.0	18.0	10.0	8.0	27.0	8.0	9.0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__koll13; g__; s__
OTU45182729707926	2.0	0.0	2.0	13.0	3.0	1.0	5.0	5.0	5.0	1.0	8.0	3.0	1.0	4.0	5.0	6.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__
OTU21362472968973	0.0	0.0	5.0	1.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__
OTU12749865593137	5.0	7.0	1.0	6.0	10.0	3.0	2.0	7.0	20.0	1.0	7.0	5.0	2.0	4.0	3.0	8.0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__; s__
OTU26609715465599	7.0	5.0	3.0	6.0	8.0	5.0	0.0	1.0	3.0	3.0	1.0	3.0	0.0	10.0	3.0	3.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Chromatiaceae; g__; s__
OTU99681628555191	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	2.0	Unassigned
OTU19083330401594	95.0	207.0	94.0	221.0	101.0	154.0	28.0	72.0	177.0	70.0	127.0	85.0	50.0	100.0	70.0	112.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfarculales; f__Desulfarculaceae; g__; s__
OTU11858985424036	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Unassigned
OTU35725859532429	2.0	0.0	1.0	6.0	2.0	1.0	0.0	0.0	9.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SHA-20; f__; g__; s__
OTU79927191371684	7.0	4.0	7.0	14.0	1.0	3.0	4.0	1.0	7.0	1.0	3.0	2.0	0.0	2.0	0.0	4.0	Unassigned
OTU61564686694388	7.0	1.0	9.0	4.0	11.0	0.0	12.0	15.0	6.0	13.0	3.0	8.0	7.0	20.0	19.0	21.0	k__Bacteria; p__GN04; c__MSB-5A5; o__; f__; g__; s__
OTU51320135233936	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	8.0	0.0	4.0	7.0	13.0	15.0	5.0	Unassigned
OTU32852793511224	3.0	0.0	4.0	3.0	2.0	0.0	0.0	1.0	4.0	1.0	1.0	2.0	2.0	3.0	2.0	1.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__
OTU95396113140624	1.0	1.0	0.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	k__Bacteria; p__Gemmatimonadetes; c__JL-ETNP-Z39; o__; f__; g__; s__
OTU60516035828010	3.0	4.0	2.0	17.0	4.0	7.0	0.0	2.0	11.0	4.0	7.0	6.0	1.0	7.0	1.0	5.0	Unassigned
OTU74446295511916	11.0	13.0	17.0	20.0	14.0	12.0	6.0	8.0	36.0	6.0	28.0	13.0	3.0	8.0	12.0	11.0	k__Bacteria; p__Caldithrix; c__Caldithrixae; o__Caldithrixales; f__Caldithrixaceae; g__LCP-26; s__
OTU76930685853365	14.0	7.0	18.0	44.0	16.0	17.0	4.0	5.0	45.0	0.0	47.0	1.0	3.0	9.0	3.0	1.0	k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae
OTU55778746970135	15.0	20.0	11.0	44.0	14.0	9.0	14.0	26.0	33.0	16.0	27.0	15.0	7.0	20.0	24.0	39.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__
OTU51721266576031	9.0	2.0	27.0	40.0	19.0	7.0	72.0	104.0	36.0	31.0	29.0	28.0	41.0	80.0	27.0	49.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__; f__; g__; s__
OTU84820384300593	0.0	11.0	0.0	1.0	1.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Hyd24-12; c__WM88; o__; f__; g__; s__
OTU48790087450769	6.0	1.0	13.0	7.0	8.0	0.0	2.0	2.0	9.0	0.0	10.0	0.0	0.0	0.0	0.0	1.0	k__Bacteria; p__; c__; o__; f__; g__; s__
OTU42173456693678	3.0	2.0	5.0	12.0	3.0	5.0	0.0	0.0	12.0	3.0	12.0	0.0	1.0	3.0	2.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
OTU29394713111989	57.0	30.0	51.0	103.0	33.0	30.0	2.0	11.0	74.0	9.0	50.0	10.0	4.0	17.0	7.0	17.0	k__Bacteria; p__Caldithrix; c__Caldithrixae; o__Caldithrixales; f__BA059; g__; s__
OTU49569048750677	5.0	4.0	4.0	3.0	5.0	2.0	15.0	14.0	8.0	8.0	11.0	14.0	7.0	12.0	20.0	9.0	k__Bacteria; p__[Caldithrix]; c__KSB1; o__MSB-5B5; f__; g__; s__
OTU70369936227442	0.0	0.0	0.0	0.0	0.0	0.0	19.0	9.0	0.0	9.0	0.0	9.0	5.0	9.0	11.0	10.0	Unassigned
OTU80439577325478	13.0	27.0	19.0	39.0	17.0	31.0	7.0	14.0	32.0	31.0	30.0	20.0	6.0	15.0	24.0	53.0	k__Bacteria; p__Caldithrix; c__Caldithrixae; o__Caldithrixales; f__Caldithrixaceae; g__LCP-26; s__
OTU63968574747239	2.0	0.0	3.0	1.0	0.0	1.0	6.0	14.0	1.0	2.0	5.0	10.0	2.0	8.0	11.0	3.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SHA-20; f__; g__; s__
OTU8776165514171	3.0	0.0	2.0	7.0	0.0	3.0	9.0	3.0	1.0	6.0	1.0	5.0	5.0	11.0	7.0	12.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae
OTU80543724962076	11.0	6.0	10.0	22.0	11.0	14.0	6.0	9.0	7.0	15.0	1.0	6.0	3.0	18.0	9.0	13.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__
OTU2104119216435	10.0	12.0	6.0	12.0	13.0	9.0	11.0	16.0	28.0	15.0	30.0	11.0	12.0	37.0	43.0	19.0	k__Bacteria; p__Caldithrix; c__Caldithrixae; o__Caldithrixales; f__Caldithrixaceae; g__LCP-26; s__
OTU3651947512441	0.0	0.0	0.0	6.0	1.0	0.0	4.0	8.0	3.0	3.0	0.0	1.0	3.0	4.0	3.0	6.0	Unassigned
OTU41879920627906	0.0	1.0	1.0	0.0	0.0	0.0	16.0	26.0	0.0	5.0	1.0	9.0	11.0	28.0	22.0	23.0	k__Archaea; p__Crenarchaeota; c__MCG; o__; f__; g__; s__
OTU96163010474336	15.0	0.0	23.0	34.0	14.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__
OTU3422731697720	58.0	173.0	90.0	149.0	102.0	117.0	59.0	106.0	224.0	83.0	174.0	134.0	49.0	176.0	121.0	121.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfococcus; s__
OTU2945431199023	0.0	3.0	1.0	2.0	1.0	5.0	0.0	0.0	7.0	0.0	4.0	1.0	0.0	0.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfococcus; s__
OTU63709852375113	0.0	0.0	1.0	0.0	1.0	1.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	1.0	k__Archaea; p__Crenarchaeota; c__MCG; o__; f__; g__; s__
OTU62643819046507	2.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU79865235492218	5.0	10.0	11.0	15.0	5.0	5.0	5.0	7.0	16.0	2.0	10.0	5.0	1.0	5.0	4.0	5.0	k__Bacteria; p__Spirochaetes; c__[Leptospirae]; o__[Leptospirales]; f__Sediment-4; g__SJA-88; s__
OTU3425866231444	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	Unassigned
OTU46136140875779	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__MND4; g__; s__
OTU62712855260042	0.0	0.0	2.0	2.0	4.0	0.0	1.0	1.0	5.0	2.0	2.0	0.0	1.0	3.0	6.0	2.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__MSB-1E9; f__; g__; s__
OTU81085096687587	2.0	5.0	4.0	6.0	1.0	1.0	2.0	9.0	6.0	1.0	1.0	3.0	0.0	1.0	3.0	6.0	Unassigned
OTU34225198655571	5.0	8.0	5.0	2.0	0.0	8.0	1.0	0.0	4.0	4.0	4.0	2.0	1.0	5.0	0.0	9.0	Unassigned
OTU47427381682817	3.0	1.0	2.0	8.0	4.0	1.0	7.0	10.0	10.0	4.0	19.0	6.0	1.0	8.0	6.0	10.0	k__Bacteria; p__OP8; c__OP8_2; o__; f__; g__; s__
OTU14876978432663	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	Unassigned
OTU58985015792909	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	Unassigned
OTU15197812603526	7.0	0.0	0.0	8.0	1.0	2.0	1.0	3.0	7.0	2.0	4.0	0.0	0.0	0.0	0.0	2.0	Unassigned
OTU52935383796847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	4.0	3.0	8.0	14.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
OTU14221281638970	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	3.0	0.0	0.0	8.0	1.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__OPB11; f__; g__; s__
OTU10700431835168	0.0	0.0	0.0	0.0	0.0	0.0	10.0	45.0	0.0	11.0	0.0	16.0	10.0	10.0	26.0	18.0	k__Archaea; p__Euryarchaeota; c__DSEG; o__ArcA07; f__; g__; s__
OTU9187510906965	0.0	14.0	4.0	6.0	4.0	13.0	1.0	2.0	3.0	0.0	6.0	2.0	2.0	4.0	2.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
OTU43903947289772	9.0	1.0	38.0	46.0	17.0	3.0	11.0	24.0	11.0	11.0	10.0	6.0	6.0	19.0	14.0	30.0	k__Bacteria; p__Spirochaetes; c__[Brachyspirae]; o__[Brachyspirales]; f__A0-023; g__; s__
OTU29576431566117	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	4.0	0.0	4.0	0.0	0.0	2.0	3.0	k__Archaea; p__[Parvarchaeota]; c__[Parvarchaea]; o__YLA114; f__; g__; s__
OTU39821693619796	0.0	0.0	4.0	1.0	4.0	0.0	11.0	15.0	2.0	6.0	0.0	5.0	2.0	10.0	6.0	5.0	k__Bacteria; p__WS3; c__PRR-12; o__PBS-III-9; f__; g__; s__
OTU81896208804444	0.0	1.0	0.0	1.0	0.0	0.0	7.0	13.0	0.0	11.0	0.0	10.0	3.0	19.0	5.0	17.0	Unassigned
OTU81738475119886	1.0	9.0	0.0	11.0	4.0	4.0	0.0	1.0	1.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
OTU48811482633093	3.0	0.0	9.0	12.0	5.0	0.0	4.0	18.0	12.0	5.0	6.0	3.0	2.0	10.0	1.0	11.0	Unassigned
OTU39081638378551	0.0	0.0	0.0	0.0	0.0	0.0	7.0	13.0	0.0	9.0	0.0	6.0	6.0	12.0	4.0	10.0	Unassigned
OTU84760711213335	1.0	0.0	1.0	3.0	0.0	0.0	3.0	1.0	0.0	1.0	3.0	1.0	0.0	1.0	1.0	0.0	Unassigned
OTU92557326274577	13.0	5.0	19.0	50.0	19.0	0.0	16.0	34.0	33.0	13.0	19.0	13.0	12.0	32.0	20.0	29.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__; f__; g__; s__
OTU63555314015907	4.0	3.0	2.0	8.0	3.0	8.0	2.0	7.0	9.0	4.0	5.0	2.0	0.0	7.0	0.0	2.0	k__Archaea; p__Crenarchaeota; c__MCG; o__; f__; g__; s__
OTU85977544265753	0.0	0.0	3.0	0.0	0.0	0.0	2.0	2.0	6.0	1.0	5.0	2.0	3.0	8.0	1.0	4.0	Unassigned
OTU90207671374137	3.0	2.0	0.0	4.0	4.0	1.0	1.0	8.0	10.0	2.0	9.0	1.0	2.0	7.0	11.0	9.0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__MSB-4E2; g__; s__
OTU51762789239395	0.0	2.0	2.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__Dehalococcoidales; f__Dehalococcoidaceae; g__; s__
OTU15646788347620	0.0	1.0	0.0	2.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae; g__; s__
OTU55633170504282	2.0	0.0	2.0	2.0	5.0	0.0	2.0	2.0	5.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__O4D2Z37; f__; g__; s__
OTU25567932510237	1.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0	2.0	1.0	2.0	1.0	2.0	k__Bacteria; p__Chloroflexi; c__Dehalococcoidetes; o__Dehalococcoidales; f__Dehalococcoidaceae; g__; s__
OTU96538599834674	3.0	4.0	0.0	4.0	2.0	1.0	0.0	1.0	5.0	2.0	0.0	3.0	0.0	3.0	2.0	9.0	Unassigned
OTU97505251263170	0.0	1.0	3.0	6.0	1.0	3.0	14.0	29.0	1.0	31.0	1.0	48.0	18.0	40.0	47.0	52.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__DHVEG-1; g__; s__
OTU93409706825121	5.0	10.0	5.0	17.0	5.0	4.0	0.0	1.0	14.0	6.0	9.0	3.0	1.0	0.0	5.0	5.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfarculales; f__Desulfarculaceae; g__; s__
OTU76884140810717	1.0	2.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	Unassigned
OTU11779626257884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	k__Bacteria; p__OD1; c__; o__; f__; g__; s__
OTU85033796614520	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	k__Bacteria; p__WS3; c__PRR-12; o__PBS-III-9; f__; g__; s__
OTU28949013013956	0.0	1.0	1.0	9.0	6.0	3.0	5.0	12.0	7.0	5.0	1.0	3.0	4.0	16.0	9.0	5.0	k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__; g__; s__
OTU35357519091316	8.0	7.0	2.0	7.0	6.0	3.0	0.0	0.0	7.0	2.0	7.0	0.0	0.0	0.0	1.0	1.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfarculales; f__Desulfarculaceae; g__; s__
